Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.20788317382326302,-0.0122342859681549,-0.12629673070231098,-0.16154691772066002,0.00843607900588823,-0.0136022004927748,0.0452121875420127,-0.113297436622604,-0.280804029713654,0.0245531129045164,0.694487703780796,0.17360041523947697,-0.00143823497261774,0.0452095969547926,-0.0117247366341356,0.40653797091978205,-0.137274847441901,0.0440344936593825,0.110774965757218,-0.0256668580882832,-0.0182820382586609,0.676592242044355,0.113816986238027,0.13596540111716002,0.069126291879058,0.4908853464507721,0.0100808741585091,-0.0246284267156857,0.40498281734724606,-0.031414593986512,0.11639628680539699,-0.00474507341855019,-0.403947511394084,-0.0377352886840856,0.826937645507603,-0.528560885134015,-0.0299477425450184,-0.00337477047771088,0.15985862837671,0.0043953766482848,-0.0260540107709416,0.10527747193815598,-0.0327832582470391,-0.0361674624651581,0.00937880598951672,-0.11776177957986901,-0.0169492255537958,0.6093340508062621,0.10563463079569801,-0.18190114750270397,-0.0275921019174617,-0.0022492724160658602,-0.0227192578502775,-0.0231373035878757,-0.0611699802243613,0.14134657131512898,0.0400615149421826,-0.100315214941018,-0.0403876874735298,-0.0366560490390246,-0.143812731715814,-0.0076533800101916205,-0.36387831470658794,-0.0391205076682116,0
-0.0424167677865517,-0.0839156131274292,1.2980455019114499,0.49939289337804793,0.0088681704804113,0.0517098986777996,0.00232108935858882,1.70055313975712,-0.315984503933371,0.113183203323776,-0.226881182971996,-0.0843814495470168,-0.00976631469262548,0.0023185000065250004,-0.0136393562014418,0.959801957114234,1.6206408242036798,0.00134400454202274,0.00616196161824189,-0.0477299050710326,-0.0188552253444604,-0.155990220992816,0.008954581228436391,0.0642398639363211,0.377482590529733,1.08660672625592,-0.0112442736114862,-0.00790453790271654,-0.428517884509692,-0.05720024255362,0.000864827299709906,-0.054942168000279006,1.86276882923169,-0.5384230574386439,-0.185187973025661,1.11739219284853,-0.0197280099762255,0.0491156590699667,-0.009263343219286459,0.327516249759885,-0.0283805155765315,-0.0016575537100028599,-0.103298186820515,-0.155440891347798,0.0071429450114543405,0.21709860389722102,-0.0276034815702537,-0.38337694235755704,0.00451908919958462,2.25970978979117,-0.95144345599713,-0.0536781271829917,0.0774770405187935,-0.006112073848236779,-0.0391353334612452,-0.00714798959514797,-0.00163761379162255,-0.00331188663877293,-0.0442693466835615,-0.0351836644122477,0.415123131897557,-0.0493971287417997,1.8005527198948703,-0.006580946233367121,0
0.0308378207935555,0.00874194858445434,1.69045344974209,0.193968037454288,0.00923662102840383,-0.0136022004927748,0.0189060593318042,-0.256346839635823,1.04746964834237,-0.00205674213116692,0.128775199592841,0.0246556824172818,-0.0097513617671543,0.0189034695021347,-0.0033855774533112,-0.180201080501955,-0.27430069370913,0.017851403749323,0.021147071640169997,-0.10415079691750999,-0.0188614421880455,-0.0318325977301063,0.0204097893766927,0.0253267881129902,0.0449635101090425,-0.200853816597125,0.317164289573776,0.045455036856451,-1.92215466531179,-0.0460074437239223,0.0174149934274172,-0.0473165262701552,0.4290285138056,0.972950873932446,-0.0130322751935869,0.834871400198302,-0.0304870017292367,0.0174470315705129,0.0016297428952501,0.0978831220130982,-0.012941064489054,0.00446146145227685,-0.0552180045298883,0.0154129606634357,0.008202326363126079,0.35995531888523796,-0.040116496831388,0.0839342318431264,0.0262750915003066,0.23940126395986702,-0.344564463204804,-0.0458654900682109,0.196795769687713,0.0480059917712827,-0.13232490148018,-0.0166289974405487,0.0147423217899781,-0.00300619834529135,-0.0246033992127655,-0.0216366027454984,-0.196133052136156,-0.041116205214752004,0.378680092613447,0.0700041760241417,0
-0.0278249072645792,0.0274404198216275,-1.7604506938481599,-0.339501034363868,0.00697307304252597,-0.0160389677392452,0.00457799717933985,-0.360746650838295,-0.286015951820278,-0.0312891537098886,-0.17848855926992102,-0.136872694623036,-0.00793870626736165,0.0045754077622827205,0.0122454963578998,-0.37669402976598904,-0.36305735297852004,0.0035903564155192204,0.024484267691305,-0.0779381407023058,-0.0179420270028714,-0.09868960940450999,0.028131703872063003,-0.0325304671065467,0.0061899729348800295,-0.34929771747576605,-0.0112209973570933,-0.034757581169271,0.131944545868925,0.007398993836587859,0.0210994317788889,0.0417847878853276,-0.5234081521400771,-0.5977608032777629,-0.117990970242309,-0.7803356110151741,-0.0304252964849819,-0.0450482909564118,0.0370574864063462,-0.15121202858832097,-0.00920198600114328,0.0285793181470467,-0.0618439393302811,-0.0312285743145497,0.00798691573353532,-0.273301669400612,-0.0337915521793646,-0.0103861224328571,0.0284491085842759,-0.6929924788313361,0.719670920349448,0.04541906061946799,-0.0730557825420442,-0.03325402120797,-0.319413236478239,0.020479182036643995,0.00557019753199441,-0.0216742661989461,-0.0386418948997867,-0.031300507336299,-0.150185055977253,0.0494317975156708,-0.538500125117886,-0.0450845406131737,0
-0.17081319369561804,0.0485877756791527,-0.8144707975597429,-0.250410855725255,0.00817615896653261,-0.0118106539309192,-0.0249535817851356,-0.45177666213222495,-0.30617382702678403,-0.0650333012653362,-0.811704756677756,-0.28930980447493104,-0.0143551686384606,-0.0249561703517572,-0.0445368099306969,-0.7272713780931859,-0.4393707872508039,-0.0258030982591531,-0.0463071261071837,-0.0546359583310286,-0.0189577590680434,-0.125662506659825,-0.0323631250540757,-0.029831145628320004,-0.0805321733055228,-0.6703084377130389,-0.0112336381542743,-0.0300547363270508,1.24185979890525,-0.0062332306364097706,-0.05708045716795901,-0.00220285068535061,-0.415370278090552,-0.604033073777893,-0.14962235779124,-0.427227891278964,-0.0308142167451151,-0.0393812734038779,0.0124791518401213,-0.17876070442634304,-0.000859673273362638,0.012535306009419,-0.0027771997329536,0.0626621372739454,0.00593973044161023,-0.19054416300253102,-0.0289088994884225,-0.00011998617957563501,0.0263358638829687,-0.519259207691609,0.524844330967828,0.000353191331901615,-0.0765929956548382,-0.0293449592554789,-0.384791484808324,0.0021260820529245,-0.0420972876179496,-0.00947835738659273,-0.0144544240336026,-0.0345552523007532,-0.226208040472858,0.0058853987645692,-0.434622077485218,-0.0391145124053976,0
-0.0242194881088064,-0.0284214364331824,0.24757255993975502,-0.0324840364081891,0.008780898180426409,-0.0136022004927748,0.00543935340735196,0.0431610084474049,0.498838200706765,0.0450876719663379,-0.139657681941977,-0.0789699809824787,-0.00993506913722899,0.00543676396548994,-0.00265637664154418,-0.198927880161102,0.0126077448948463,0.00444768393184596,0.0114908619696894,-0.0730942478198787,-0.0183716079482276,-0.321791243224735,0.0142961858550168,-0.0227201411363008,0.11867318791417401,-0.16104386136148902,-0.0112491179844545,-0.0221594493656591,-1.1039206194945,-0.0413081687817958,0.019864214142416,-0.0437769173637018,0.200726743440942,0.7488980579937329,-0.25253269399495104,0.27171800732994,-0.0284357914425997,0.00311281070233918,-0.00959767209981572,-0.19038267874328502,-0.007589224466342741,-0.008238449803288271,-0.0783230842249584,-0.0716324231501356,0.00738508790309408,-0.0324051017599821,-0.0302980979595485,-0.255874514222155,0.00604299499675732,-0.140341484292907,-0.613199608803254,-0.0422394417586043,-0.0204577466278296,-0.02402031090157,-0.129278026063712,0.127447753157419,0.00193366684255599,-0.0890732644238356,-0.0431858982156687,-0.0321810180513205,-0.0839360047908388,-0.0407214974504164,0.350445083963828,-0.0305080401239774,0
-0.24641767253511399,0.0812557577676448,-1.10884556169651,-0.27575403553212396,0.00848364257650428,-0.0403486467409079,-0.0326362613255665,-0.518370587711309,-0.32449220031330395,-0.0940456997112525,-0.9764367925213749,-0.314419018614388,-0.0128552355282638,-0.0326388496709461,-0.0378281624624403,-0.7851568631096328,-0.525307984662844,-0.0334498445819059,-0.016537454785583,-0.10631411120434599,-0.0185654791841976,0.0655074827602348,-0.0137989513367601,-0.0705865604704946,-0.15509376822142099,-0.792259966725568,-0.011240318706786002,-0.0321098426050242,-0.33471602672762296,-0.0387984270999971,-0.0242037263533075,-0.0421455152113606,0.124712778919982,-0.590591812736551,0.0745646090678495,1.7444294296689902,-0.0309653197923294,-0.0419669035843327,-0.0008336494738752571,-0.19121176288972896,-0.00595374798034802,0.00384510182605264,-0.127913935421891,-0.133346926396507,0.00544022500645352,-0.228817031983784,-0.0405777769688902,0.208656323892918,0.0286334685014271,-0.617182718408569,0.736664776549003,-0.0405671604810263,-0.0928819886489558,-0.0301798173718459,-0.184764392036563,-0.0154064088724262,-0.11603912406638302,0.00217996166825966,0.0290929809289253,-0.0200313179045071,0.166360764770102,-0.03558538157063101,0.0846007594410734,-0.0134035553156809,0
-0.020629847592665,-0.0303083956873912,0.8346555202680941,0.0795579373917422,0.00799592378476565,-0.0136022004927748,0.00605446990650411,0.0651758536152691,-0.30004215396016604,0.0474814148512588,-0.0873600227999691,-0.0807333278122892,-0.0025383430608557,0.00605188044692827,-0.0119771522997473,0.45506734279912897,0.0336973195878273,0.00505992342500755,0.0215355867654208,0.18188717001389398,-0.0188905818008684,-0.321791243224735,0.0243648576077233,0.00228720596970221,0.149198961201785,0.543138854899595,-0.0112491179844545,-0.0133773189529233,0.561612836523249,-0.0279684590289525,0.047251147724292994,-0.0028187323703787698,-0.412700634581346,-0.17001739403535596,-0.157293855580971,-0.548308230986203,-0.0308232389218207,0.026898471478076,0.0144597129518552,-0.114635657202119,-0.025497593227335,-0.008238449803288271,0.0851954223039685,-0.0503217687393489,0.007189546480763759,-0.14103427471647598,0.0850258331859074,-0.853435699993626,-0.0858392299730555,0.24048073573155102,-0.520763919589659,-0.000277592654208507,0.0231221858479902,-0.0113415663308179,0.226521525876481,0.351969562963456,0.00235774284466863,-0.234554539682017,-0.0372265726706497,-0.0404497324496288,-0.12325944615128999,-0.023017493158717997,-0.212369035091083,-0.03590050651321,0
0.20925816956257,-0.0424834452871584,1.54225886433986,0.152145236137763,0.00786810713400263,-0.0136022004927748,0.0454478051649218,0.23376012249431602,0.114535591256512,0.06292633677418599,0.744926019431256,0.253938285626381,0.010239042243878,0.0454452145709165,-0.0157699313937713,3.70528194760978,0.195196094776858,0.044269009258019,0.0763464746209585,0.084970230173134,-0.0186070230204769,-0.321791243224735,0.0793064164373225,0.152195776864301,0.24659645813995398,4.04277443096279,-0.0112491179844545,0.0284111913774501,-0.562688303935059,-0.0399546391299566,0.18003465700736898,0.0774546021432086,-0.560525646983551,-0.35310409547309896,-0.27355299185397697,-0.12275686160579301,-0.0248204763484039,0.0145408687230597,-0.008663774799334941,-0.20076719195170603,-0.029674181427381003,-0.008238449803288271,0.085775917217645,0.0722720904859446,0.007836515755770391,0.0198016711592269,0.22167094086647102,-2.6147640534944103,-0.204723288459595,1.0143077857751701,-0.300777090022429,0.0819610294699846,0.266422373887711,0.0305792466912209,-0.0476498442332951,0.617997541084151,0.0316609405055473,-0.413608822344997,-0.0436972974661917,-0.0395718423022116,-0.23105997510842397,-0.0291441591750541,-0.102855145810961,0.00583306295882517,0
0.0305808543767014,-0.008492741760667109,1.2050081996496498,0.0413084694536264,0.0100181610200725,0.0257170201829571,0.0160732402393194,-0.162271637637747,-0.265398201133777,0.0129452200177124,0.0679924740495376,-0.0336086757078332,-0.006501236609379429,0.0160706504912281,-0.00167662990983669,-0.22126887928754102,-0.16554465166493398,0.0150318342404708,0.0610219781478379,0.029204539784412998,-0.0183503940743828,-0.0588222900646581,0.0599161841654245,0.0242975195426648,0.11987190314082902,-0.20653422802609697,-0.0112160917047518,0.0117802454421642,0.6476345715158821,-0.0101077525362073,0.0614505817222712,0.00494137686097607,-0.44275184293275605,-0.582483174067183,-0.0712381643928247,-0.7409904012116709,-0.0297432705606993,-0.00260121830802113,0.0452830886498666,-0.13658838495831999,-0.0106893215010884,0.0339487487680983,0.319756831351667,0.629681054781697,0.00782751964371118,0.13979349469225302,-0.00836318016440685,0.12382695981493401,0.0526625621906262,0.34156555663701,-0.0706794993296045,0.00767182094762132,0.125571263735948,0.0119887599944049,0.39672927632210797,0.0383835238299905,0.0127759358583943,-0.033580298181277,-0.0369783591367097,-0.038595194192795,-0.320762963034992,0.0100631006763566,-0.450569835335141,-0.0276886315297284,0
